text,target
មានចេកច្រើនប្រភេទលក់,Neutral
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
ការសម្តែងរបាំប្រពៃណីនេះស្រស់ស្អាត មានអត្ថន័យ,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
អង្គការជួយបណ្តុះបណ្តាលបច្ចេកទេស,Positive
verify.gov.kh ជួយកាត់បន្ថយការក្លែងបន្លំ,Positive
ផលិតផលទៅអឺរ៉ុប,Positive
ផលិតផលមិនទាន់គុណភាព,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
បច្ចុប្បន្នមានគោជិត៤០ក្បាល,Neutral
ខ្ញុំអត់ពេញចិត្តរូប១សន្លឹកដែលថតនោះ,Negative
លោកបានចូលរួមវេទិកាពិភាក្សាអន្តរជាតិ,Neutral
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
សេវាកម្មដឹកជញ្ជូនយឺត,Negative
ម៉ាស៊ីនបោកខោអាវនេះសំអាតស្អាត ប្រើថាមពលតិច,Positive
ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive
លោកសុខទីហ៊ុយជានិស្សិតអនុបណ្ឌិតឆ្នើម,Positive
កសិករបន្តអាជីពដាំបន្លែជាយូរអង្វែង,Positive
ព័ត៌មានត្រូវបានចុះផ្សាយនៅថ្ងៃទី១១ខែធ្នូឆ្នាំ២០២៥,Neutral
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
មានតម្រូវការកម្លាំងពលកម្មជាបន្តបន្ទាប់,Neutral
ការប្រកួតធ្វើឡើងនៅសាលដំបូលទូកនៃសាកលវិទ្យាល័យភូមិន្ទភ្នំពេញ,Neutral
ផលិតផលមិនទាន់គុណភាព,Negative
ចម្ការដូងផ្គត់ផ្គង់តែទីផ្សារក្នុងស្រុក,Neutral
ការប្តូរមុខរបរពីដុតក្រឡានមកដាំបន្លែ,Neutral
អត្ថបទ​និយាយ​ថាវា​ជា​ល្បិច​សាច់កម្ម,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ក្រុមជនសង្ស័យប៉ងប្លន់យកម៉ូតូ,Negative
ការប្រើប្រាស់គ្រឿងញៀនប៉ះពាល់សង្គម,Negative
លោក​ហៅ​ការ​អះអាង​នោះ​ថា​មិន​សមរម្យ,Neutral
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
រយៈពេលដាំដុះតាសក់មាន៣០ថ្ងៃ,Neutral
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ប្រជាកសិករនៅមានដីទំនេរច្រើន,Neutral
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
គ្លីនិកធ្មេញនេះពេទ្យពិនិត្យមិនល្អិតល្អន់ តម្លៃថ្លៃពេក,Negative
ក្រុមហ៊ុនមានទឹកត្រីនិងទឹកស៊ីអ៊ីវ,Neutral
តួរលេខអ្នកចូលរួមឆ្នាំនេះនៅតែកើនឡើងបើធៀបឆ្នាំមុន,Positive
ក្រូចបែងចែកជាបីប្រភេទ,Neutral
ការប្រកួតបាល់ទាត់នេះគួរឱ្យរំភើប ក្រុមទាំងពីរលេងល្អ,Positive
រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive
អគុណបងដែលបានបកស្រាយ,Positive
កម្មវិធីសិល្បៈនេះមិនសូវទាក់ទាញ អ្នកសម្តែងនៅខ្វះបទពិសោធន៍,Negative
កង់អគ្គិសនីនេះបើកលឿន ថ្មប្រើបានយូរ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
រង់ចាំយូរហេីយ​ អាយដល,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
នៅសល់ជនរងគ្រោះចំនួន២នាក់ទៀត,Negative
មួយផ្លូនមាន៤០ផ្លែ,Neutral
អំពើប្លន់មិនបានប្រើអាវុធ,Positive
អ្នក​និពន្ធ​សង្ស័យ​ថាថៃ​ដាក់​មីន​ខ្លួន​ឯង,Negative
ស្ករត្នោតមានច្រើនប្រភេទ,Neutral
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
រឿងហ្នឹងល្អមើល,Positive
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
វត្ថុអនុស្សាវរីយ៍ពីត្នោតមានភាពស្រស់ស្អាត,Positive
កសិករខាតដើមទុនលើការទិញប្រេងបូមទឹក,Negative
ត្រូវសម្អាតទ្រុងជាប្រចាំ,Neutral
ឆ្នាំ២០២៤គាត់ភ្ញាស់យកតែកូនមាន់លក់និងលក់ស៊ុត,Neutral
នគរបាលបានចុះស្រាវជ្រាវភ្លាមៗ,Positive
ខ្ញុំចូលចិត្តវា,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ប្រជាកសិករនៅមានដីទំនេរច្រើន,Neutral
ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive
ខ្ទឹមធន់នឹងអាកាសធាតុ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ការបាញ់ប្រហារបានកំទេចផ្ទះប្រជាពលរដ្ឋស្លូតត្រង់,Negative
កម្មវិធីរាំនេះរីករាយណាស់ អ្នកចូលរួមសប្បាយ,Positive
មានគ្រួសារដាំម្រះតែ៥ក្នុងភូមិ,Neutral
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
កសិករខាតបង់ថវិកាជាង២០ភាគរយ,Negative
កង់អគ្គិសនីនេះមានបញ្ហាច្រើន ជួសញឹកញាប់,Negative
កសិករផ្សេងទៀតដាំដំណាំតាមជម្រើសខ្លួន,Neutral
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive
សេវាកម្មជួសជុលយឺតយ៉ាវ តម្លៃថ្លៃពេក,Negative
ការគាំទ្រទីផ្សារកសិកម្មមានសារៈសំខាន់,Positive
លោក​ហៅ​ការ​អះអាង​នោះ​ថា​មិន​សមរម្យ,Neutral
កសិករនៅភូមិអូរខ្ជាយមានចម្ការក្រូច,Neutral
អ្នកបរិភោគចង់បានថ្លៃទាប,Neutral
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
កម្ពុជាអំពាវនាវឱ្យមានបទឈប់បាញ់,Positive
លោកពូទីនសម្ភាស​ជាមួយ BBC,Neutral
ផលិតផលមិនទាន់គុណភាព,Negative
ការគាំទ្រជាស្មារតីជាតិនិយម,Positive
មើលហើយៗ. អត់យំអីផង. តែល្អមើលគួរសម តួស្អាតៗ,Positive
បទថ្មីនេះមិនទាក់ចិត្ត។,Negative
ការដឹកជញ្ជូនលឿនល្អឥតខ្ចោះ។,Positive
សេវាកម្មបោកគក់ល្អណាស់ សម្លៀកបំពាក់ស្អាត,Positive
កម្ពុជាមានសក្ដានុពលផ្គត់ផ្គង់បរិមាណធំ,Positive
ការបំពានបទឈប់បាញ់អាចបង្កវិបត្តិ,Negative
ប្រាសាទព្រះវិហាររងការវាយប្រហារ,Negative
អ្នក​គាំទ្រ​ម្នាក់​ទៀត​និយាយ​ថាមាន​រឿង​ស្មោគ​ក្រោក​ច្រើន,Negative
ការចាក់សម្លេងមានបញ្ហា។,Negative
សំណូមពរឱ្យរដ្ឋអន្តរាគមន៍ទីផ្សារ,Neutral
អគ្គិភ័យបណ្ដាលមកពីឆ្លងចរន្តអគ្គិសនី,Neutral
ផ្លូវមានទទឹង៦ម៉ែត្រនិងកម្រាស់១៥០ម៉ែត្រ,Neutral
ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
រោងចក្រមានទំហំធំ១០០ម៉ែត្របួនជ្រុង,Neutral
រោងដាំបន្លែប្រើដំបូលប្លាស្ទិក,Neutral
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផ្លែឈើព្រៃបច្ចុប្បន្នមិនសំបូរ,Negative
លោកពូទីនសម្ភាស​ជាមួយ BBC,Neutral
សម្ភារៈការិយាល័យទាំងនេះគុណភាពអន់ណាស់ ខូចលឿន,Negative
លោកអាចរកចំណូលបានជាប្រចាំ,Positive
ឆ្នាំ២០២៤ឥណ្ឌូណេស៊ីនាំចូលសម្លៀកបំពាក់៣៨០០តោន,Neutral
បទថ្មីនេះមិនទាក់ចិត្ត។,Negative
អានេះមើងាយគេសាហាវ,Negative
អ្នកថែសួនច្បារមិនសូវយកចិត្តទុកដាក់ ដើមឈើងាប់ច្រើន,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
តួរលេខអ្នកចូលរួមឆ្នាំនេះនៅតែកើនឡើងបើធៀបឆ្នាំមុន,Positive
រាជរដ្ឋាភិបាលមានគោលដៅកែច្នៃស្វាយចន្ទី៥០ភាគរយ,Positive
កសិករដាំម្រះគ្រោងបន្តដាំ២ដងក្នុងឆ្នាំនេះ,Positive
លោកសុខទីហ៊ុយជានិស្សិតអនុបណ្ឌិតឆ្នើម,Positive
ស្រុករុក្ខគិរីស្ថិតនៅខេត្តបាត់ដំបង,Neutral
កម្មវិធីសម្តែងល្ខោនបង្កប់ដោយបញ្ហា,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
ពិព័រណ៍នេះជាពិព័រណ៍អាហារធំបំផុតនៅអឺរ៉ុប,Neutral
Startup ជួយប្រកួតប្រជែង,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
ជំនាញជួយផ្គត់ផ្គង់ជីវភាពអនាគត,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
ប្រជាពលរដ្ឋជាង២០០គ្រួសារដាំដំណាំផ្សំ,Neutral
នេះជាភស្តុតាងថ្មីមួយដែលព័ត៌មានក្រៅស្រុកបានចុះផ្សាយ,Neutral
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
ទាល់តែឧកញ៉ាធ្លាក់ខ្លួនបែបនេះ ទើបម្នាក់ៗពេញចិត្ត,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ទូរស័ព្ទស្មាតហ្វូននេះឆាប់ហោះថ្ម មិនសមនឹងតម្លៃ,Negative
ផលិតផលមធ្យមៗគ្មានអ្វីពិសេស,Neutral
ពិព័រណ៍ការងារធ្វើឡើងតាមបណ្តាខេត្ត,Neutral
ក្រសួងកសិកម្មអនុញ្ញាតឱ្យចុះបញ្ជីចម្ការ,Neutral
ប្រទេសកម្ពុជាមានតម្រូវការសាច់ជ្រូកប្រមាណ៩០០០ក្បាលក្នុងមួយថ្ងៃ,Neutral
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
ពិធីបើកការដ្ឋានធ្វើឡើងក្រោមអធិបតីភាពលោកកេតម៉ៅ,Neutral
កម្មវិធីរាំកម្សាន្តនេះមិនសូវសប្បាយ អ្នកចូលរួមតិច,Negative
អ្នកធ្វើគេខំណាស់ ណាស់តែពួកទើសទេ ទើសគ្រប់កន្លែងរកកន្លែងទើសគ្រប់ យ៉ាង,Negative
ទូរទឹកកកនេះត្រជាក់ល្អ ប្រើថាមពលតិច,Positive
ការសហការរវាងភាគីពាក់ព័ន្ធមានសារៈសំខាន់,Positive
ការបាញ់មានគោលបំណងទាញឱ្យកម្ពុជាតបត,Negative
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
ការដឹកជញ្ជូនយឺត។,Negative
រាជរដ្ឋាភិបាលមានគោលដៅកែច្នៃស្វាយចន្ទី៥០ភាគរយ,Positive
អាជ្ញាធរបន្តតាមដានជនអនាថា,Neutral
ភាពយន្តនេះធុញទ្រាន់។,Negative
សម្លៀកបំពាក់ភាគច្រើនត្រូវបាននាំចូល,Neutral
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
លោកសិក្សានៅក្រៅប្រទេស,Neutral
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលមិនទាន់គុណភាព,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ត្នោតជាធនធានធម្មជាតិមានតម្លៃ,Positive
លោកកេតម៉ៅជាអភិបាលនៃគណៈអភិបាលស្រុកត្រាំកក់,Neutral
នគរបាលព្រហ្មទណ្ឌឃាត់ខ្លួនជនសង្ស័យចំនួន៤នាក់,Negative
អ្នក​ប្រដាល់​ត្រូវ​ដៃ​គូ​វ៉ៃ​ចំ​យ៉ាង​ច្បាស់ប៉ុន្តែ​នៅ​តែ​ចាញ់,Negative
ម៉ូតូម៉ាកថ្មីនេះបើកស្រួល សន្សំសំចៃប្រេងសាំង,Positive
ផលិតផលជាទំនិញសម្គាល់ភូមិសាស្ត្រ,Positive
ភាគីទាំងពីរត្រូវខិតខំស្តារទំនុកចិត្តឡើងវិញ,Positive
សម្តេច​ធិបតី​ថ្លែង​អំណរគុណ​ចិន,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
អត្ថបទ​ថាថៃ​ចង់​ឈ្លាន​ពាន​ទឹកដី​កម្ពុជា,Negative
Startup ជួយបង្កើតការងារ,Positive
ចេកជាផ្លែឈើពេញនិយម,Positive
រឿងនឹងវគ្គ1មើលស្តាយលុយណាស់ ចឹងអត់មើលទៀតទេ4/10,Negative
នគរបាលបានបន្តនីតិវិធីតាមច្បាប់,Neutral
ដំណាំពោតជាង១៥ហិកតារងការថមថយ,Negative
អំបិលលេខ១លក់បានត្រឹម១០០០០រៀល,Negative
បរិយាកាសនៅហាងនេះមិនល្អ។,Negative
ស្តាយអត់ទៅមើលផ្ទាល់,Negative
ការចរចាជាក្រុមមិនមែនងាយស្រួល,Neutral
អាប្អូននឹងវាថ្លើបធំហើយបានមកចង់លេងមួយបង,Negative
អ្នក​គាំទ្រ​សង្ស័យ​ពី​ភាព​យុត្តិធម៌​ក្នុង​ការ​ប្រកួត,Negative
គោលក់ស្រួលតែតម្លៃថោក,Negative
សហគមន៍កសិករនៅស្ទឹងត្រែងដាំពោត,Neutral
បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive
ជនអនាថាប្រើប្រាស់គ្រឿងញៀនចំនួនច្រើន,Negative
កសិករអាចបេះម្រះបាន៧០០គីឡូក្រាមក្នុងមួយថ្ងៃ,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ខ្ទឹមត្រូវបានដាក់ថង់ថ្លឹង៥គីឡូក្រាម,Neutral
ទូរទស្សន៍ TBS ជប៉ុនបានធ្វើការផ្សព្វផ្សាយវីដេអូមួយ,Neutral
មិនអាចប្រកួតប្រជែងជាមួយសាច់គោនាំចូល,Negative
ការដឹកជញ្ជូនលឿនល្អឥតខ្ចោះ។,Positive
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ផលិតផលទៅអឺរ៉ុប,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
គម្រោងនេះមានគោលបំណងលើកកម្ពស់ជីវភាពប្រជាពលរដ្ឋ,Positive
កម្មវិធីប្រគំតន្ត្រីមិនសូវល្អ អ្នកចម្រៀងច្រៀងពាក់អត់សូវពិរោះ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ចិន​ត្រៀម​ផ្តល់​ជំនួយ​មនុស្សធម៌,Positive
គោលបំណងដើម្បីសម្របសម្រួលជម្លោះព្រំដែន,Neutral
មានអំបិលនិងម្រេចកំពត,Neutral
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ត្រឡាចលក់បាន១០០០រៀលក្នុង១គីឡូ,Neutral
ស្ពៃធ្លាក់ថ្លៃជាង១សប្តាហ៍,Negative
សេវាកម្មជួលរថយន្តមិនទុកចិត្ត រថយន្តចាស់ៗ,Negative
ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive
Sastra Film មានអ្នកមើលពីជាង១០០ប្រទេស,Positive
លោកទីហ៊ុយធ្លាប់បំពេញការងារនៅស្ថានទូតកម្ពុជា,Neutral
ទូរស័ព្ទរួមមាន iPhone 15 Plus និង iPhone 16 Plus,Neutral
អ្នកថែសួនច្បារមិនសូវយកចិត្តទុកដាក់ ដើមឈើងាប់ច្រើន,Negative
Startup ចូលរួមវេទិកាឌីជីថល២០២៥,Neutral
លោកទីហ៊ុយធ្លាប់បំពេញការងារនៅស្ថានទូតកម្ពុជា,Neutral
ស្ករត្នោតមានច្រើនប្រភេទ,Neutral
កង​ទ័ព​កម្ពុជា​ការពារ​អធិបតេយ្យភាព,Positive
ទិញមួយផ្លូនមានថែមក្រូច,Positive
អាជ្ញាធរបម្រើសេវាសាធារណៈដល់ប្រជាពលរដ្ឋ,Positive
ជនសង្ស័យស្នាក់នៅផ្ទះជួល,Neutral
កង​ទ័ព​កម្ពុជា​ការពារ​អធិបតេយ្យភាព,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ទូរទស្សន៍ TBS ជប៉ុនបានធ្វើការផ្សព្វផ្សាយវីដេអូមួយ,Neutral
អាជីវករត្រូវប្រឈមការចំណេញតិច,Negative
កសិករសំណូមពរឲ្យជួយដោះស្រាយទីផ្សារ,Neutral
ពោតស្ងោរលក់បាន១០០០រៀល,Neutral
បទចម្រៀងនេះមិនល្អ។,Negative
ស្ដាប់មិនចូលទេ,Negative
ទីផ្សារក្រូចបាណន់ធ្លាក់ចុះ,Negative
ការចិញ្ចឹមសត្វជួយបង្កើនចំណូល,Positive
Startup ផ្នែកកសិកម្មកំពុងកើនឡើង,Positive
ថៃ​ធ្លាប់​ចោទ​កម្ពុជា​ថា​ដាក់​មីន,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
របាយការណ៍នឹងបង្ហាញក្នុងកិច្ចប្រជុំអាស៊ាន,Neutral
វីដេអូនោះបង្ហាញអំពីការឈ្លានពានរបស់ទាហានថៃមកលើកម្ពុជា,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
លិខិតផ្លូវការត្រូវបានដាក់ជូន,Neutral
កម្លាំងជួរមុខត្រូវមានការអត់ធ្មត់,Neutral
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
ជនស៊ីវិលដែលរងគ្រោះកំពុងកើនឡើង,Negative
Startup ចូលរួមវេទិកាឌីជីថល២០២៥,Neutral
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ការប្រកួតគ្រោងបញ្ចប់នៅថ្ងៃទី២៦ខែធ្នូឆ្នាំ២០២៥,Neutral
ការរកស៊ីមានចំណេញខ្លះខាតខ្លះ,Neutral
កាបូបស្បែកនេះដេរមិនស្អាត ប្រេះបែកលឿន,Negative
តម្លៃអំបិលឆ្នាំនេះធ្លាក់ចុះ,Negative
ការប្រើអាវុធប៉ះពាល់សន្តិសុខសង្គម,Negative
រដ្ឋមន្ត្រី​ការពារ​ជាតិ​អាល្លឺម៉ង់​បញ្ជាក់​ច្បាស់,Neutral
ចិនគាំទ្រកិច្ចខិតខំរបស់អាស៊ាន,Positive
លោកបានចូលរួមវេទិកាពិភាក្សាអន្តរជាតិ,Neutral
ក្រូចអូរដំបងមានរសជាតិឆ្ងាញ់,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
រោងចក្រជាច្រើនបានចូលរួម,Neutral
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
ការវឹកស្ករត្នោតមានពីរប្រភេទ,Neutral
ផ្លូវនេះក៏ស្ថិតនៅក្នុងភូមិអង្គគគីរ,Neutral
ហាងកាត់សក់នេះកាត់មិនស្អាត តម្លៃថ្លៃទៀត,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
មាន​ការ​សង្ស័យ​អំពី​ការ​ជាន់​មីន,Negative
អរគុណបងដែលបានបកស្រាយកុំអេាយមានមហាជនមួួយចំនួនយល់ថាលួចបទគេ ចំលងគេ,Positive
គាត់ប្រើទូភ្ញាស់ស្វ័យប្រវត្តិ,Neutral
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ចំនួនជនភៀសខ្លួនលើសពី៥០ម៉ឺននាក់,Negative
ក្នុងមួយថ្ងៃអាចរកផ្លែ៣ទៅ៥គីឡូក្រាម,Neutral
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
សេវាកម្មបោកគក់ល្អណាស់ សម្លៀកបំពាក់ស្អាត,Positive
ប្រតិបត្តិការបង្ក្រាបធ្វើឡើងតាមបទបញ្ជាថ្នាក់លើ,Neutral
ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive
អ្នកមកកំសាន្តស្រូបយកខ្យល់អាកាសបរិសុទ្ធ,Positive
រោងមានទំហំ៤មែត្រគុណ៣៣មែត្រ,Neutral
ទំនប់សាលាតាអនភ្ជាប់ពីឃុំព្រែកហ្លួងទៅឃុំពាមឯក,Neutral
ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive
ការដកខ្លួនទទួលបានការសាទរ,Positive
បទឈប់បាញ់ចាប់ផ្តើមថ្ងៃទី១៣ធ្នូ,Neutral
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
សត្វកណ្ដុរប្រែងរស់នៅក្នុងស្រែតាមធម្មជាតិ,Neutral
ការទទួលទូរស័ព្ទធ្វើឡើងនៅការិយាល័យនគរបាលព្រហ្មទណ្ឌ,Neutral
ប្រតិបត្តិការប្រមូលធ្វើឡើងជាបន្តបន្ទាប់,Neutral
បទថ្មីនេះមានទាស់។,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ការសម្រេចធ្វើឡើងក្រោយពិធីបើក,Neutral
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
Startup ជួយបង្កើតការងារ,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
អតិថិជនជឿថាផ្លែសំរងល្អសុខភាព,Positive
ការធ្វើតេស្ដបានធ្វើនៅជិតឆ្នេរភាគខាងកើត,Neutral
ជនសង្ស័យត្រូវបានសាកសួរតាមនីតិវិធី,Neutral
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
គុណភាពទំនិញល្អណាស់។,Positive
ប្រតិបត្តិការធ្វើឡើងក្រោមការណែនាំអភិបាលខណ្ឌ,Neutral
លោកបានចូលរួមវេទិកាពិភាក្សាអន្តរជាតិ,Neutral
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
អ្នកបរិភោគចង់បានថ្លៃទាប,Neutral
ផលិតផលមិនទាន់គុណភាព,Positive
ការបំពានបទឈប់បាញ់អាចបង្កវិបត្តិ,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការប្រកួតកីឡាប្រដាល់សកលជ្រើសរើសជើងឯកថ្នាក់ជាតិឆ្នាំ២០២៥បានចាប់ផ្ដើមការប្រកួតផ្លូវការ,Neutral
មានគ្រួសារដាំម្រះតែ៥ក្នុងភូមិ,Neutral
ប្រជាពលរដ្ឋជាច្រើនត្រូវរត់គេចខ្លួន,Negative
គុណភាពទំនិញល្អណាស់។,Positive
សន្តិភាពជាគោលដៅសំខាន់,Positive
វត្ថុអនុស្សាវរីយ៍ពីត្នោតមានភាពស្រស់ស្អាត,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative
កម្លាំងគណៈបញ្ជាការឯកភាពបានសហការ,Positive
ការជួយស្វែងរកការងារបានប្រសិទ្ធភាព,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
កម្មវិធីប្រកួតចម្រៀងនេះមានលក្ខណៈវិជ្ជាជីវៈ,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
សំណូមពរឱ្យរដ្ឋអន្តរាគមន៍ទីផ្សារ,Neutral
កម្មវិធីនេះផ្តោតលើវិស័យកសិកម្មនិងទេសចរណ៍,Neutral
ការប្រើជីធម្មជាតិជួយកែលម្អទិន្នផល,Positive
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
លោកបានបួងសួងដល់ប្រជាពលរដ្ឋនៅតាមបន្ទាត់ព្រំដែន,Neutral
យោធាថៃបង្កើនការវាយប្រហារលើទឹកដីកម្ពុជា,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ការដាំម្រះត្រូវការការគ្រប់គ្រងល្អ,Neutral
សំណូមពរឱ្យប្រើប្រាស់ដីឱ្យមានប្រយោជន៍,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ទីផ្សារក្រូចបាណន់ធ្លាក់ចុះ,Negative
គ្រោះថ្នាក់បណ្ដាលឲ្យមនុស្សស្លាប់២នាក់,Negative
មុខរបរចិញ្ចឹមជីវិតប្រចាំថ្ងៃ,Neutral
ពិធីបើកការដ្ឋានធ្វើឡើងក្រោមអធិបតីភាពលោកកេតម៉ៅ,Neutral
សំណួរពាក់ព័ន្ធនឹងអនាគតអាស៊ាន,Neutral
ការទទួលបានគោលការណ៍វិនិយោគគឺជាចំណុចចាប់ផ្តើម,Neutral
ភាពយន្តនេះធុញទ្រាន់។,Negative
ក្រុមហ៊ុនមានអាយុកាល៣០ឆ្នាំ,Neutral
កណ្ដុរត្រូវបានដាក់ក្នុងអាងស៊ីម៉ង់,Neutral
